Loyalty Number,Segment,Cluster,CLV,CLV_Tier,Churn_Probability,Risk_Tier,Formal_Churn,Behavioral_Churn,Never_Flew,Total_Flights,Activity_Rate,Flights_Trend,Months_Since_Last_Flight_at_cutoff,Redemption_Ratio,Tenure,Salary_Imputed,Card_Enc,Education_Enc,Marital_Enc
492159,Loyal Core,1,9486.04,High,0.3222115201684632,Stable,0,0,0,19,0.3157878116430966,-7,3.0,0.0,4,71527.0,2,0,2
565876,New & Volatile,2,9486.6,High,0.3085463841406055,Stable,0,0,0,19,0.4210504155241288,-1,2.0,0.0,1,62816.0,2,2,1
248885,New & Volatile,2,9490.41,High,0.3115938892750495,Stable,0,0,0,18,0.3888867284070644,2,1.0,0.0126381165139087,1,73510.0,2,1,0
768010,New & Volatile,2,9492.34,High,0.6304057489463463,High Risk,0,0,0,10,0.2999970000299997,10,1.0,0.0,0,73510.0,2,1,1
817573,Loyal Core,1,9498.47,High,0.3243028655555157,Stable,0,0,0,25,0.27999888000448,15,0.0,0.0,4,73510.0,2,1,0
263339,Reward Maximizers,3,9500.08,High,0.3122577206518074,Stable,0,0,0,21,0.3809505669020623,1,0.0,0.0473311194743244,1,102357.0,2,2,1
848804,Loyal Core,1,9517.08,High,0.3072318107754235,Stable,0,0,0,20,0.3499982500087499,6,0.0,0.0421958027461235,4,73510.0,2,1,1
871045,Loyal Core,1,9517.08,High,0.3097972277369838,Stable,0,0,0,14,0.4999964285969386,6,1.0,0.0,4,73510.0,2,1,1
123420,Loyal Core,1,9540.92,High,0.2941349911984018,Stable,0,0,0,18,0.4999972222376542,-2,0.0,0.0226901915283999,2,70946.0,2,2,1
179042,New & Volatile,2,9546.82,High,0.3435131857759578,Stable,0,0,0,30,0.3333322222259259,8,0.0,0.0,0,50426.0,2,0,1
883002,Loyal Core,1,9551.17,High,0.3040490713938228,Stable,0,0,0,29,0.3448263971503547,-1,0.0,0.0225486502886411,4,73628.0,2,2,1
693852,Loyal Core,1,9559.34,High,0.3032005270271688,Stable,0,0,0,23,0.3913026465102325,3,0.0,0.0383071524437967,3,61668.0,2,2,2
618817,Loyal Core,1,9567.71,High,0.3009908290399415,Stable,0,0,0,26,0.3076911242649067,-2,0.0,0.0,2,91479.0,2,2,2
201898,New & Volatile,2,9591.03,High,0.5727378366024133,High Risk,1,1,0,10,0.3999960000399996,10,0.0,0.0,0,73510.0,2,1,1
243455,New & Volatile,2,9597.47,High,0.3944114121453286,Watch,0,0,0,14,0.3571403061406704,4,2.0,0.030318497191106,0,60252.0,2,2,2
514235,New & Volatile,2,9613.61,High,0.606047707403448,High Risk,0,0,0,7,0.4285653062099113,7,1.0,0.0,0,57077.0,2,2,1
858453,Loyal Core,1,9618.31,High,0.3347318263701078,Stable,0,0,0,10,0.4999950000499995,-4,0.0,0.0,5,90839.0,2,2,1
972795,New & Volatile,2,9624.52,High,0.3232910662461583,Stable,0,0,0,13,0.384612426058261,-1,0.0,0.0,1,50660.0,2,2,0
547522,Gone Dark,0,9635.58,High,0.913211479803858,High Risk,0,0,0,0,0.0,0,999.0,0.0,1,98009.0,2,2,2
699397,Loyal Core,1,9640.53,High,0.2889663275767598,Stable,0,0,0,26,0.3846139053311333,-14,0.0,0.0,5,54174.0,2,2,1
561053,Loyal Core,1,9654.52,High,0.3194926362538827,Stable,0,0,0,13,0.4615349112699133,-3,2.0,0.0,2,81499.0,2,2,0
898229,Loyal Core,1,9654.52,High,0.2985028933121409,Stable,0,0,0,20,0.3499982500087499,4,0.0,0.0,4,81499.0,2,2,0
173356,New & Volatile,2,9655.44,High,0.2977907552798344,Stable,0,0,0,18,0.3888867284070644,2,0.0,0.0178973882477217,1,73510.0,2,1,0
663382,Loyal Core,1,9655.44,High,0.3413896484934256,Stable,0,0,0,13,0.384612426058261,-5,3.0,0.0,3,73510.0,2,1,0
533365,Reward Maximizers,3,9657.58,High,0.3793986615513878,Watch,0,0,0,11,0.454541322351615,-3,2.0,0.0775510197621739,5,73510.0,2,1,1
619404,New & Volatile,2,9657.58,High,0.3118219536903391,Stable,0,0,0,18,0.4444419753223593,6,0.0,0.031844641041703,1,73510.0,2,1,1
370014,Loyal Core,1,9661.1,High,0.3538699169848768,Watch,0,0,0,14,0.3571403061406704,0,2.0,0.0184029500801257,2,73510.0,2,1,1
672308,Reward Maximizers,3,9661.1,High,0.3792378630601988,Watch,0,0,0,12,0.4166631944733794,4,1.0,0.083521619918024,4,73510.0,2,1,1
647726,Loyal Core,1,9667.13,High,0.3080155537865739,Stable,0,0,0,27,0.2962951989066707,7,1.0,0.0092305556627248,2,85240.0,2,2,2
112026,Loyal Core,1,9670.18,High,0.3434140408970288,Stable,0,0,0,28,0.2857132653097667,-10,3.0,0.019659682702541,3,185468.0,2,4,2
853540,Reward Maximizers,3,9688.13,High,0.7199821342807716,High Risk,0,0,0,4,0.2499937501562461,4,0.0,0.2825562587397002,0,69957.0,2,0,0
400513,Gone Dark,0,9688.33,High,0.9492792317551886,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,46548.0,2,2,0
755014,Loyal Core,1,9688.33,High,0.3059464978277203,Stable,0,0,0,28,0.2857132653097667,2,0.0,0.0143808036420938,5,46548.0,2,2,0
212707,Reward Maximizers,3,9696.55,High,0.3122438765001857,Stable,0,0,0,16,0.3749976562646483,2,0.0,0.0486924031837334,5,95445.0,2,2,0
120192,Reward Maximizers,3,9701.03,High,0.3064100371982589,Stable,0,0,0,18,0.4444419753223593,2,0.0,0.0458947993548164,4,65324.0,2,2,1
374941,New & Volatile,2,9713.16,High,0.6727013428539642,High Risk,0,0,0,6,0.3333277778703688,6,0.0,0.0,0,73510.0,2,1,0
502141,New & Volatile,2,9713.16,High,0.7023993719819656,High Risk,0,0,0,3,0.6666444451851604,3,0.0,0.0,0,73510.0,2,1,0
332430,Loyal Core,1,9747.99,High,0.3098371948817258,Stable,0,0,0,16,0.4374972656420897,-6,2.0,0.0,1,73510.0,2,1,2
941882,Loyal Core,1,9753.31,High,0.292350740905504,Stable,0,0,0,18,0.4444419753223593,-6,0.0,0.0,3,54912.0,2,0,1
872814,Loyal Core,1,9756.04,High,0.2946706927279392,Stable,0,0,0,19,0.3684191135836127,9,0.0,0.0,5,81396.0,2,2,1
969378,New & Volatile,2,9756.04,High,0.3231527522897108,Stable,0,0,0,19,0.3684191135836127,9,0.0,0.0249037226148749,1,81396.0,2,2,1
608504,Gone Dark,0,9766.22,High,0.9506703607974756,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,87264.0,2,2,1
902562,Loyal Core,1,9766.22,High,0.3045855931897568,Stable,0,0,0,19,0.3684191135836127,7,0.0,0.0174101920888548,4,87264.0,2,2,1
998580,Loyal Core,1,9767.94,High,0.3088076902047127,Stable,0,0,0,33,0.3636352617113281,1,0.0,0.012063700345598,4,58414.0,2,2,1
606600,Reward Maximizers,3,9774.61,High,0.3195067456676377,Stable,1,0,0,13,0.4615349112699133,5,0.0,0.04710949561135,4,102168.0,2,2,1
329826,Loyal Core,1,9778.73,High,0.3051408830593433,Stable,0,0,0,20,0.3999980000099999,4,0.0,0.0189108160020069,3,104617.0,2,2,1
491513,New & Volatile,2,9783.63,High,0.3217696641835125,Stable,0,0,0,16,0.3749976562646483,0,2.0,0.0,1,73510.0,2,1,1
192355,New & Volatile,2,9800.34,High,0.3055787797529942,Stable,0,0,0,21,0.3333317460393046,5,0.0,0.015430009974202,1,55502.0,2,2,1
147602,Loyal Core,1,9817.03,High,0.3059566076783823,Stable,0,0,0,25,0.3999984000063999,1,0.0,0.0207086342834339,2,73510.0,2,1,0
514042,New & Volatile,2,9837.51,High,0.3562563275596513,Watch,0,0,0,20,0.3999980000099999,6,0.0,0.0117586602631078,0,72225.0,2,2,2
505871,Gone Dark,0,9875.09,High,0.9481065155141952,High Risk,0,0,1,0,0.0,0,999.0,0.0,5,53565.0,2,2,0
381748,Loyal Core,1,9880.1,High,0.2995481312083747,Stable,0,0,0,24,0.3749984375065104,8,0.0,0.0,3,77514.0,2,2,1
533950,Loyal Core,1,9880.39,High,0.3217995293304987,Stable,0,0,0,13,0.384612426058261,-1,0.0,0.03153262063388,4,58671.0,2,2,1
131721,New & Volatile,2,9886.66,High,0.3729336953357941,Watch,0,0,0,26,0.2692297337317933,12,1.0,0.0,0,64701.0,2,2,1
314842,Loyal Core,1,9886.66,High,0.3431183601756174,Stable,0,0,0,19,0.2631565097025805,7,1.0,0.0,4,64701.0,2,2,1
812373,Loyal Core,1,9928.87,High,0.3103941237487537,Stable,0,0,0,23,0.3478245746757623,1,0.0,0.0086905249982297,2,87099.0,2,2,1
618523,Loyal Core,1,9939.26,High,0.3291305600482613,Stable,1,0,0,25,0.3599985600057599,-1,2.0,0.0142422877329365,2,87499.0,2,4,1
705113,Loyal Core,1,9939.26,High,0.3123448990849352,Stable,0,0,0,23,0.3478245746757623,-9,1.0,0.0159630606333672,2,87499.0,2,4,1
659112,New & Volatile,2,9942.3,High,0.3011473546371945,Stable,0,0,0,16,0.3749976562646483,2,0.0,0.0128189015423781,1,81585.0,2,2,0
765955,Loyal Core,1,9942.3,High,0.4291729335507156,Watch,0,0,0,7,0.4285653062099113,-3,0.0,0.0,3,81585.0,2,2,0
375814,Loyal Core,1,9955.49,High,0.35912931756933,Watch,0,0,0,9,0.4444395062277086,-1,0.0,0.0,5,73510.0,2,1,0
969687,New & Volatile,2,9983.13,High,0.3154775107791259,Stable,0,0,0,17,0.4705854671443109,7,0.0,0.0189382178712425,1,73510.0,2,1,0
289732,Loyal Core,1,10003.25,High,0.3006279630339633,Stable,0,0,0,19,0.5263130194051611,5,0.0,0.0221542317083668,4,103759.0,2,2,1
585275,New & Volatile,2,10004.03,High,0.3652109690836621,Watch,0,0,0,12,0.3333305555787035,0,2.0,0.0,0,73510.0,2,1,0
710364,Loyal Core,1,10004.03,High,0.334532754670917,Stable,0,0,0,22,0.3181803719074004,6,2.0,0.0,3,73510.0,2,1,0
419275,New & Volatile,2,10016.29,High,0.3088893852381095,Stable,0,0,0,16,0.3749976562646483,-4,0.0,0.0,1,77934.0,2,2,1
264145,New & Volatile,2,10025.92,High,0.3706489993752604,Watch,0,0,0,17,0.3529391003582331,13,0.0,0.0,2,73510.0,2,1,0
314898,Loyal Core,1,10036.54,High,0.3140373706075795,Stable,0,0,0,24,0.2916654513939525,-2,1.0,0.0,1,73510.0,2,1,0
284362,New & Volatile,2,10056.51,High,0.3085578943425285,Stable,0,0,0,16,0.4374972656420897,-2,0.0,0.0,1,124103.0,2,4,0
198713,New & Volatile,2,10064.61,High,0.3440510144837281,Stable,0,0,0,16,0.3124980468872069,0,0.0,0.0,1,46863.0,2,2,1
713853,New & Volatile,2,10080.37,High,0.3790889759784364,Watch,0,0,0,30,0.2999990000033333,12,0.0,0.0165439067103923,0,76502.0,2,2,1
349490,New & Volatile,2,10083.49,High,0.296951614493273,Stable,0,0,0,17,0.411762283751272,3,0.0,0.0200530910542965,2,75891.0,2,3,2
369242,New & Volatile,2,10083.49,High,0.3364430007577542,Stable,0,0,0,17,0.2941159169651943,5,0.0,0.0,1,75891.0,2,3,2
985320,New & Volatile,2,10083.49,High,0.6798155814602503,High Risk,1,1,0,5,0.3999920001599968,5,2.0,0.0,0,75891.0,2,3,2
921886,Loyal Core,1,10089.79,High,0.3032696546884507,Stable,0,0,0,19,0.4210504155241288,-5,1.0,0.0183880491759346,3,78488.0,2,2,0
189836,Loyal Core,1,10097.2,High,0.327094305888772,Stable,0,0,0,18,0.3333314814917695,-2,4.0,0.0,2,82395.0,2,2,1
788870,Loyal Core,1,10097.2,High,0.3177214946507807,Stable,0,0,0,26,0.34615251479802,14,0.0,0.0202083533804177,4,82395.0,2,2,1
753456,New & Volatile,2,10103.65,High,0.6491756877609179,High Risk,0,0,0,6,0.3333277778703688,6,0.0,0.0371464749140304,0,84837.0,2,2,1
759847,Loyal Core,1,10103.66,High,0.3065721157968184,Stable,0,0,0,13,0.5384573964815655,-5,2.0,0.0,5,66055.0,2,2,0
605790,Loyal Core,1,10110.78,High,0.2962483871452672,Stable,0,0,0,15,0.399997333351111,1,0.0,0.0,3,51162.0,2,0,1
984086,Loyal Core,1,10110.96,High,0.302238461617393,Stable,0,0,0,20,0.3999980000099999,-4,0.0,0.0,1,102525.0,2,2,1
866295,New & Volatile,2,10155.3,Top,0.5586191845791486,High Risk,1,1,0,18,0.3333314814917695,18,0.0,0.0,0,52947.0,2,2,0
546827,Loyal Core,1,10169.37,Top,0.3105886790928994,Stable,0,0,0,21,0.3809505669020623,-5,2.0,0.036976053130343,5,73510.0,2,1,1
938822,Reward Maximizers,3,10171.34,Top,0.6096108448061218,High Risk,0,0,0,13,0.3076899408466089,13,0.0,0.0710048992434892,0,83276.0,2,2,2
300606,Loyal Core,1,10171.48,Top,0.2919373890840548,Stable,0,0,0,17,0.4705854671443109,-3,0.0,0.0201116141233666,4,86234.0,2,2,1
392335,Loyal Core,1,10171.48,Top,0.3088321037429821,Stable,0,0,0,17,0.3529391003582331,-7,1.0,0.0,3,86234.0,2,2,1
189822,Loyal Core,1,10179.72,Top,0.2995793691583115,Stable,0,0,0,23,0.3478245746757623,-3,1.0,0.009143130662654,5,83773.0,2,3,1
678243,Loyal Core,1,10179.72,Top,0.3096833652092176,Stable,0,0,0,25,0.27999888000448,5,0.0,0.0,3,83773.0,2,3,1
290554,Loyal Core,1,10208.93,Top,0.3083689926613102,Stable,0,0,0,24,0.3333319444502314,4,0.0,0.0241986171584993,4,57870.0,2,2,1
653081,New & Volatile,2,10208.93,Top,0.5053192657462001,High Risk,0,0,0,17,0.411762283751272,17,0.0,0.0350400523022436,5,57870.0,2,2,1
705006,Reward Maximizers,3,10208.93,Top,0.3161779381798866,Stable,0,0,0,17,0.4705854671443109,3,1.0,0.0311085314503277,3,57870.0,2,2,1
907077,Loyal Core,1,10208.93,Top,0.325901297572975,Stable,1,1,0,21,0.2857129251765468,-3,2.0,0.0237705476305485,4,57870.0,2,2,1
842793,New & Volatile,2,10209.02,Top,0.3181852336431626,Stable,0,0,0,13,0.4615349112699133,3,0.0,0.0,1,58665.0,2,2,1
273144,Loyal Core,1,10212.02,Top,0.3032836236099782,Stable,0,0,0,29,0.2758611177202837,-9,0.0,0.0134243272237503,2,100633.0,2,2,1
895346,Loyal Core,1,10221.81,Top,0.304234808220699,Stable,0,0,0,27,0.3333320987700046,5,0.0,0.0,2,73510.0,2,1,1
826149,Reward Maximizers,3,10242.41,Top,0.3043355476710873,Stable,0,0,0,17,0.4705854671443109,3,0.0,0.031123522619704,2,73510.0,2,1,0
459128,New & Volatile,2,10248.9,Top,0.3109288372044992,Stable,0,0,0,19,0.3684191135836127,5,0.0,0.0,1,70465.0,2,2,1
649994,Loyal Core,1,10295.47,Top,0.3012402892827185,Stable,0,0,0,23,0.3913026465102325,-1,0.0,0.0323540956806003,4,49997.0,2,2,1
413101,Loyal Core,1,10298.39,Top,0.3018821851508622,Stable,0,0,0,18,0.3888867284070644,-2,0.0,0.0231088437084218,4,79342.0,2,2,1
165893,Loyal Core,1,10302.9,Top,0.2943900481461282,Stable,0,0,0,16,0.4374972656420897,-6,0.0,0.0268663701059378,5,47887.0,2,2,0
206207,Loyal Core,1,10307.65,Top,0.3193427490050225,Stable,0,0,0,15,0.3333311111259258,3,0.0,0.0186495650204571,3,89245.0,2,2,1
584833,Gone Dark,0,10307.65,Top,0.9025130668968602,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,89245.0,2,2,1
222102,Loyal Core,1,10330.44,Top,0.3063677884213293,Stable,0,0,0,33,0.3030293847594401,-1,1.0,0.0103412837529626,5,73236.0,2,2,1
752259,New & Volatile,2,10330.44,Top,0.3281058263578427,Stable,0,0,0,18,0.3888867284070644,12,1.0,0.0349829350114459,1,73236.0,2,2,1
577278,Reward Maximizers,3,10340.46,Top,0.4445633250111354,Watch,0,0,0,7,0.5714204082798817,1,0.0,0.0964730280448856,5,61822.0,2,2,2
685546,Loyal Core,1,10346.32,Top,0.3052107428366076,Stable,0,0,0,17,0.5294086505373498,-1,1.0,0.0,3,73510.0,2,1,0
455758,Gone Dark,0,10357.51,Top,0.8979551059074723,High Risk,0,1,0,0,0.0,0,999.0,0.0,0,81892.0,2,2,2
931657,Loyal Core,1,10357.63,Top,0.2911812318214756,Stable,0,0,0,24,0.3333319444502314,-8,0.0,0.0180663330495061,5,70495.0,2,2,1
148767,Loyal Core,1,10373.89,Top,0.3013400400423933,Stable,0,0,0,30,0.3333322222259259,-4,0.0,0.0155651897735747,4,77705.0,2,2,1
696864,Reward Maximizers,3,10373.89,Top,0.3887579697699125,Watch,0,0,0,20,0.3499982500087499,10,1.0,0.0942837810997641,0,77705.0,2,2,1
767648,New & Volatile,2,10396.53,Top,0.6892660823248523,High Risk,0,0,0,9,0.2222197531138543,9,0.0,0.0,0,57480.0,2,2,1
521225,Reward Maximizers,3,10408.97,Top,0.3688130897408933,Watch,0,0,0,9,0.5555493827846357,1,3.0,0.0441248338747131,4,102782.0,2,3,2
521486,Reward Maximizers,3,10408.97,Top,0.3130226202804271,Stable,0,0,0,18,0.3333314814917695,-2,1.0,0.0387914075112463,2,102782.0,2,3,2
956477,Loyal Core,1,10419.17,Top,0.4292869417188646,Watch,0,0,0,11,0.363633057881292,5,0.0,0.0,4,90587.0,2,2,1
225920,Loyal Core,1,10425.99,Top,0.3154315256472177,Stable,0,0,0,19,0.4210504155241288,-5,2.0,0.0220738192423168,1,82078.0,2,2,1
251874,Loyal Core,1,10442.65,Top,0.4091177868079597,Watch,0,0,0,15,0.1999986666755555,7,0.0,0.0254073942794965,5,54390.0,2,0,1
660684,New & Volatile,2,10442.65,Top,0.3379102145485489,Stable,0,0,0,21,0.3333317460393046,5,1.0,0.0,0,54390.0,2,0,1
432200,Loyal Core,1,10477.78,Top,0.2894375847949178,Stable,0,0,0,24,0.2916654513939525,-10,0.0,0.0,4,76856.0,2,2,0
467631,New & Volatile,2,10479.9,Top,0.3381918125010274,Stable,0,0,0,37,0.2432425858308491,11,0.0,0.0102136502769758,1,89302.0,2,2,2
540109,Loyal Core,1,10479.9,Top,0.3408290089135266,Stable,0,0,0,14,0.3571403061406704,6,1.0,0.0,5,89302.0,2,2,2
893294,Loyal Core,1,10484.92,Top,0.3065442376352074,Stable,0,0,0,20,0.3499982500087499,8,0.0,0.011054531355374,4,76622.0,2,2,2
919285,Loyal Core,1,10484.92,Top,0.3466370939490135,Stable,0,0,0,17,0.2941159169651943,1,0.0,0.0282496843595297,5,76622.0,2,2,2
684491,Loyal Core,1,10487.74,Top,0.3308878611609795,Stable,0,0,0,18,0.2777762345764746,-4,1.0,0.0,1,54340.0,2,2,1
405318,Loyal Core,1,10506.88,Top,0.3166102605795303,Stable,0,0,0,26,0.34615251479802,12,0.0,0.0133710527265074,3,59665.0,2,2,2
266757,Loyal Core,1,10506.94,Top,0.3235991021079241,Stable,0,0,0,17,0.2941159169651943,-11,1.0,0.0,1,77019.0,2,2,0
643912,Loyal Core,1,10506.94,Top,0.2974030342414976,Stable,0,0,0,24,0.4166649305627893,-2,0.0,0.0346654304715908,4,77019.0,2,2,0
654122,Loyal Core,1,10507.5,Top,0.3202445693073269,Stable,0,0,0,34,0.2941167820094647,12,0.0,0.0,2,87921.0,2,2,1
668843,New & Volatile,2,10507.69,Top,0.6741912379540149,High Risk,0,0,0,2,0.4999750012499374,2,1.0,0.0,0,60293.0,2,0,1
707424,Loyal Core,1,10515.97,Top,0.3073024973127019,Stable,0,0,0,19,0.3684191135836127,-3,0.0,0.0225413453518293,2,47638.0,2,2,1
411686,Loyal Core,1,10517.16,Top,0.3156599418301622,Stable,0,0,0,16,0.3749976562646483,4,0.0,0.0,5,66084.0,2,2,1
481860,Gone Dark,0,10524.71,Top,0.8986836840676243,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,61419.0,2,2,1
164017,Reward Maximizers,3,10529.01,Top,0.49181746707973,Watch,0,0,0,7,0.4285653062099113,3,0.0,0.1122509029492062,0,80926.0,2,4,1
812417,Loyal Core,1,10529.01,Top,0.3213168068034253,Stable,0,0,0,15,0.4666635555762962,3,3.0,0.0,3,80926.0,2,4,1
473786,Loyal Core,1,10536.08,Top,0.3356973188379049,Stable,1,0,0,23,0.304346502841292,-7,3.0,0.012625561871842,1,99947.0,2,2,1
732368,Loyal Core,1,10541.11,Top,0.2863614101080245,Stable,0,0,0,19,0.3684191135836127,-9,0.0,0.0159953504422212,5,75786.0,2,2,1
124761,Loyal Core,1,10546.66,Top,0.3208293640362055,Stable,0,0,0,23,0.3478245746757623,-5,1.0,0.0,3,64046.0,2,2,1
126581,New & Volatile,2,10546.66,Top,0.351394367277774,Watch,0,0,0,27,0.2962951989066707,17,0.0,0.0228901132140979,2,64046.0,2,2,1
502390,Loyal Core,1,10548.54,Top,0.2957826956726279,Stable,0,0,0,25,0.3999984000063999,-3,0.0,0.010304138246346,2,51999.0,2,2,1
940760,Loyal Core,1,10548.54,Top,0.3052035784248537,Stable,0,0,0,23,0.3913026465102325,3,0.0,0.0268947176752849,4,51999.0,2,2,1
914609,New & Volatile,2,10551.15,Top,0.3599717775161827,Watch,0,0,0,23,0.304346502841292,5,0.0,0.0,0,69183.0,2,2,0
768996,Loyal Core,1,10552.88,Top,0.3020339075019612,Stable,0,0,0,23,0.304346502841292,3,0.0,0.0186325718459789,5,88710.0,2,2,1
932526,New & Volatile,2,10570.79,Top,0.6628377754125061,High Risk,0,0,0,2,0.4999750012499374,2,1.0,0.0,0,99260.0,2,2,1
323542,Reward Maximizers,3,10571.54,Top,0.3127566990006563,Stable,0,0,0,21,0.3333317460393046,5,0.0,0.0463464708480143,2,100792.0,2,2,1
637580,Loyal Core,1,10571.54,Top,0.3067908787056385,Stable,0,0,0,18,0.3333314814917695,8,0.0,0.030503516851788,4,100792.0,2,2,1
183208,Reward Maximizers,3,10575.95,Top,0.3309184126533222,Stable,0,0,0,21,0.3809505669020623,15,0.0,0.0465031206783348,3,73510.0,2,1,0
131342,Loyal Core,1,10581.28,Top,0.2970499432426134,Stable,0,0,0,24,0.3749984375065104,-2,0.0,0.0156155854197238,1,63015.0,2,2,1
424126,New & Volatile,2,10593.59,Top,0.3114779168738328,Stable,0,0,0,14,0.5714244898250727,6,0.0,0.020365348102311,1,100722.0,2,2,1
869226,New & Volatile,2,10595.81,Top,0.3124364568846813,Stable,0,0,0,21,0.3809505669020623,1,1.0,0.0233404061193739,1,73510.0,2,1,2
437357,Loyal Core,1,10611.56,Top,0.3129919098806096,Stable,0,0,0,15,0.4666635555762962,-7,0.0,0.0216008828422721,2,73510.0,2,1,0
485040,Loyal Core,1,10620.49,Top,0.3128717643999995,Stable,0,0,0,23,0.3478245746757623,-1,0.0,0.0117439636273489,3,57958.0,2,2,0
840376,Loyal Core,1,10620.49,Top,0.3138928837588045,Stable,0,0,0,24,0.3333319444502314,-2,0.0,0.0,1,57958.0,2,2,0
187887,Loyal Core,1,10633.5,Top,0.3046957398470102,Stable,0,0,0,17,0.5294086505373498,-9,1.0,0.0,2,90480.0,2,2,1
113679,Loyal Core,1,10634.84,Top,0.3205197120244515,Stable,0,0,0,30,0.3333322222259259,-2,1.0,0.0103808334793119,3,73510.0,2,1,0
188542,Loyal Core,1,10640.94,Top,0.3086101125132122,Stable,0,0,0,24,0.2916654513939525,2,0.0,0.0142377268506341,2,68823.0,2,2,0
579990,Loyal Core,1,10640.94,Top,0.3284982414828736,Stable,0,0,0,22,0.2727260330634861,-14,3.0,0.0074115155606243,5,68823.0,2,2,0
295412,Loyal Core,1,10656.88,Top,0.3078159917153226,Stable,0,0,0,22,0.4090890495952291,-6,2.0,0.0436598675457792,5,84988.0,2,2,1
523904,Loyal Core,1,10656.88,Top,0.3125753527677015,Stable,0,0,0,25,0.3599985600057599,-3,2.0,0.0100534228747978,2,84988.0,2,2,1
702269,Reward Maximizers,3,10656.88,Top,0.6672791657836006,High Risk,0,0,0,3,0.3333222225925802,3,0.0,0.1587414204224882,0,84988.0,2,2,1
169665,Loyal Core,1,10676.59,Top,0.3101450249340789,Stable,0,0,0,20,0.3999980000099999,-4,2.0,0.0,4,72526.0,2,2,2
178720,Loyal Core,1,10677.25,Top,0.2868524719187231,Stable,0,0,0,15,0.399997333351111,-1,0.0,0.0,3,65371.0,2,2,1
813725,Loyal Core,1,10677.25,Top,0.3671317136421698,Watch,0,0,0,13,0.3076899408466089,3,2.0,0.0,3,65371.0,2,2,1
882544,Loyal Core,1,10714.21,Top,0.311658925560077,Stable,0,0,0,15,0.5999960000266665,1,1.0,0.0,3,72880.0,2,2,1
853704,New & Volatile,2,10721.61,Top,0.3039557578210209,Stable,0,0,0,15,0.399997333351111,5,1.0,0.0,1,50920.0,2,2,1
521252,Loyal Core,1,10722.06,Top,0.3137595417399091,Stable,0,0,0,25,0.3599985600057599,5,0.0,0.0389738647742409,2,71649.0,2,2,1
538550,Loyal Core,1,10737.68,Top,0.3038426610558452,Stable,0,0,0,22,0.3636347107513147,10,0.0,0.0241002569919657,4,68938.0,2,2,0
851931,Loyal Core,1,10747.03,Top,0.3222427908234371,Stable,0,0,0,24,0.2916654513939525,6,0.0,0.0175215779333828,3,80529.0,2,2,2
704603,Loyal Core,1,10781.61,Top,0.3283489172763445,Stable,0,0,0,25,0.31999872000512,5,0.0,0.0172338348068469,3,85344.0,2,2,1
872079,Reward Maximizers,3,10787.12,Top,0.6961940800592176,High Risk,0,0,0,4,0.2499937501562461,4,0.0,0.084092201421568,0,64612.0,2,2,2
622527,Loyal Core,1,10793.76,Top,0.3364611166804932,Stable,0,0,0,20,0.2999985000074999,-8,3.0,0.0,1,49611.0,2,2,1
992488,New & Volatile,2,10808.07,Top,0.3234846314998247,Stable,0,0,0,11,0.454541322351615,3,1.0,0.0203118791204217,2,54637.0,2,2,1
616746,Gone Dark,0,10820.0,Top,0.8984213503468441,High Risk,0,0,0,0,0.0,0,999.0,0.0,0,59298.0,2,2,1
714379,New & Volatile,2,10820.0,Top,0.6724067205838323,High Risk,0,0,0,6,0.3333277778703688,6,0.0,0.0433095500900043,0,59298.0,2,2,1
242917,Loyal Core,1,10827.87,Top,0.3002620264254237,Stable,0,0,0,19,0.3684191135836127,-3,0.0,0.0,3,77314.0,2,2,1
986055,Loyal Core,1,10828.37,Top,0.3098635954428722,Stable,0,0,0,22,0.3636347107513147,-18,0.0,0.0,4,41120.0,2,0,1
601940,Reward Maximizers,3,10834.87,Top,0.3055183291428504,Stable,0,0,0,12,0.5833284722627311,2,0.0,0.051686081841287,2,57234.0,2,2,1
740754,New & Volatile,2,10834.87,Top,0.6720026400859204,High Risk,0,0,0,6,0.3333277778703688,6,0.0,0.0,0,57234.0,2,2,1
882466,Reward Maximizers,3,10876.48,Top,0.3066054585263311,Stable,0,0,0,23,0.304346502841292,-1,0.0,0.0451323174173782,1,84048.0,2,2,0
216139,Loyal Core,1,10883.79,Top,0.2955030080652389,Stable,0,0,0,23,0.4782587901791731,-5,0.0,0.0168426864884286,3,98586.0,2,2,2
759899,Loyal Core,1,10896.05,Top,0.309206942703283,Stable,0,0,0,16,0.4374972656420897,-8,1.0,0.0303412014330401,2,53394.0,2,2,1
122283,Reward Maximizers,3,10899.3,Top,0.3061331715757676,Stable,0,0,0,19,0.3684191135836127,7,0.0,0.0469319515410068,2,74727.0,2,2,1
227293,Loyal Core,1,10899.3,Top,0.3008094884885385,Stable,0,0,0,22,0.3636347107513147,0,0.0,0.022638321772101,4,74727.0,2,2,1
669368,Loyal Core,1,10901.23,Top,0.2927003315296445,Stable,0,0,0,24,0.4166649305627893,2,0.0,0.0,3,84781.0,2,2,2
696199,Reward Maximizers,3,10914.2,Top,0.3508191663608005,Watch,0,0,0,29,0.2758611177202837,9,0.0,0.0541842831230737,0,84341.0,2,2,1
