Loyalty Number,Male_Enc,Education_Enc,Marital_Enc,Card_Enc,Salary_Imputed,Salary_Was_Imputed,CLV,Tenure,Promo_Enroll,Total_Flights,Total_Distance,Total_Points_Acc,Total_Points_Red,Avg_Flights_Month,Max_Flights_Month,Active_Months,Activity_Rate,Redemption_Ratio,Avg_Distance_Per_Flight,Months_Since_Last_Flight_at_cutoff,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4,Flights_H1,Flights_H2,Flights_Trend,Churn,Formal_Churn,Behavioral_Churn,Never_Flew
328111,1,1,1,2,73510.0,True,16060.07,1,0,25,34294,34294.0,447,2.0833333333333335,4,8,0.31999872000512,0.013034349994067914,1371.754512981948,0.0,5.0,0.0,9.0,11.0,5,20,15,0,0,0,0
928922,1,1,1,2,73510.0,True,16060.07,5,0,27,44371,44371.0,701,2.25,6,9,0.3333320987700046,0.015798607162789646,1643.3642838359858,0.0,7.0,8.0,3.0,9.0,15,12,-3,0,0,0,0
112863,0,2,1,2,78218.0,False,16107.19,1,0,21,27312,27312.0,1021,1.75,4,10,0.476188208627578,0.03738283524684082,1300.565235403641,0.0,7.0,6.0,2.0,6.0,13,8,-5,0,0,0,0
497784,0,1,0,2,73510.0,True,16236.48,5,0,20,23310,23310.0,1658,1.6666666666666667,6,6,0.29999850000749995,0.07112827082313054,1165.4941725291374,0.0,5.0,9.0,0.0,6.0,14,6,-8,0,0,0,0
651694,1,2,1,2,47424.0,False,16256.81,1,0,28,47832,47832.0,1805,2.3333333333333335,5,9,0.3214274234734876,0.03773624344008981,1708.2796132870953,0.0,10.0,5.0,8.0,5.0,15,13,-2,0,0,0,0
952602,0,2,0,2,62399.0,False,16261.17,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
112142,1,2,0,2,93073.0,False,16272.74,2,0,33,48016,48016.0,546,1.375,6,11,0.3333323232353841,0.011371209573118941,1455.0258938609275,2.0,4.0,15.0,7.0,7.0,19,14,-5,1,0,1,0
219555,1,3,1,2,100817.0,False,16301.97,5,0,14,16467,16467.0,0,1.1666666666666667,4,6,0.4285683673688045,0.0,1176.205884243684,0.0,2.0,2.0,3.0,7.0,4,10,6,0,0,0,0
487727,0,2,0,2,97770.0,False,16304.3,1,0,10,18625,18625.0,953,0.8333333333333334,4,5,0.4999950000499995,0.05116778496017296,1862.4813751862482,2.0,0.0,3.0,3.0,4.0,3,7,4,0,0,0,0
493819,1,2,0,2,97770.0,False,16304.3,5,0,18,18493,18493.0,463,1.5,5,7,0.3888867284070644,0.02503650016202617,1027.383181204549,0.0,3.0,4.0,4.0,7.0,7,11,4,0,0,0,0
746296,1,1,0,2,73510.0,True,16320.77,2,0,25,53232,53232.0,0,2.0833333333333335,6,8,0.31999872000512,0.0,2129.271482914068,1.0,5.0,6.0,9.0,5.0,11,14,3,0,0,0,0
709982,0,2,1,2,73638.0,False,16344.61,4,0,18,25339,25339.0,0,1.5,7,5,0.2777762345764746,0.0,1407.714401586658,1.0,2.0,3.0,11.0,2.0,5,13,8,0,0,0,0
520660,0,1,2,2,73510.0,True,16468.22,5,0,21,30110,30110.0,784,1.75,5,8,0.38095056690206236,0.026037861089213347,1433.8026961776372,0.0,8.0,0.0,8.0,5.0,8,13,5,0,0,0,0
732694,1,1,2,2,73510.0,True,16468.22,0,0,7,14271,14271.0,0,0.5833333333333334,4,3,0.4285653062099113,0.0,2038.6851616405481,1.0,0.0,0.0,2.0,5.0,0,7,7,0,0,0,0
855530,1,3,1,2,111106.0,False,16473.17,4,0,13,18358,18358.0,662,1.0833333333333333,4,5,0.38461242605826107,0.03606057285074315,1412.1429835155113,1.0,0.0,7.0,4.0,2.0,7,6,-1,0,0,0,0
513123,1,2,1,2,68366.0,False,16477.77,2,0,16,26890,26890.0,0,1.3333333333333333,3,7,0.43749726564208974,0.0,1680.614496159399,1.0,7.0,5.0,0.0,4.0,12,4,-8,0,0,0,0
139022,0,2,1,2,62748.0,False,16504.96,0,0,2,1118,1118.0,0,0.16666666666666666,2,1,0.49997500124993743,0.0,558.97205139743,1.0,0.0,0.0,0.0,2.0,0,2,2,0,0,0,0
973728,0,2,1,2,69756.0,False,16515.01,4,0,18,16668,16668.0,637,1.5,4,7,0.3888867284070644,0.03821694241530512,925.9948555841356,2.0,3.0,7.0,4.0,4.0,10,8,-2,0,0,0,0
504919,1,2,1,2,49771.0,False,16525.38,2,0,22,27284,27284.0,1285,1.8333333333333333,5,8,0.36363471075131476,0.047097199651454334,1240.176181017359,1.0,4.0,6.0,9.0,3.0,10,12,2,0,0,0,0
263069,0,2,1,2,87173.0,False,16531.7,3,0,21,29727,29727.0,0,1.75,4,8,0.38095056690206236,0.0,1415.5646877872011,0.0,4.0,3.0,4.0,10.0,7,14,7,0,0,0,0
885176,0,2,1,2,87173.0,False,16531.7,0,0,1,2187,2187.0,0,0.08333333333333333,1,1,0.9999000099990001,0.0,2186.7813218678134,0.0,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0
659731,0,2,0,2,91646.0,False,16548.86,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
729084,0,2,1,2,91471.0,False,16699.46,5,0,25,48602,48602.0,0,2.0833333333333335,6,8,0.31999872000512,0.0,1944.0722237111052,2.0,2.0,6.0,15.0,2.0,8,17,9,0,0,0,0
188136,1,2,1,2,86715.0,False,16705.1,5,0,10,13619,13619.0,0,0.8333333333333334,4,5,0.4999950000499995,0.0,1361.8863811361887,0.0,2.0,1.0,3.0,4.0,3,7,4,0,0,0,0
935161,1,1,0,2,73510.0,True,16793.97,1,0,26,39824,39824.0,482,2.1666666666666665,5,9,0.34615251479802,0.012103254288611757,1531.6864165907054,0.0,5.0,4.0,9.0,8.0,9,17,8,0,0,0,0
577360,1,2,1,2,60005.0,False,16794.31,1,0,25,36434,36434.0,0,2.0833333333333335,4,8,0.31999872000512,0.0,1457.3541705833177,0.0,4.0,4.0,9.0,8.0,8,17,9,0,0,0,0
197890,1,2,1,2,100571.0,False,16922.13,5,0,22,30192,30192.0,411,1.8333333333333333,4,7,0.31818037190740045,0.01361287753837812,1372.357398375462,0.0,0.0,4.0,7.0,11.0,4,18,14,0,0,0,0
984429,1,2,1,2,60746.0,False,16936.27,5,0,21,36715,36715.0,0,1.75,5,6,0.2857129251765468,0.0,1748.3250079761526,3.0,4.0,10.0,7.0,0.0,14,7,-7,0,0,0,0
615411,0,1,0,2,73510.0,True,16938.3,2,0,33,50807,50807.0,970,2.75,6,9,0.27272644628349607,0.01909185738364427,1539.6013951472873,0.0,2.0,13.0,12.0,6.0,15,18,3,0,0,0,0
843665,0,1,2,2,73510.0,True,16963.84,3,0,14,19839,19839.0,0,1.1666666666666667,4,6,0.4285683673688045,0.0,1417.0613067049521,0.0,5.0,0.0,5.0,4.0,5,9,4,0,0,0,0
732813,1,2,2,2,57587.0,False,16979.8,3,0,23,44904,44904.0,363,1.9166666666666667,6,9,0.39130264651023255,0.0080839123283362,1952.3393376550537,1.0,7.0,9.0,6.0,1.0,16,7,-9,0,0,0,0
376144,0,2,1,2,103083.0,False,17002.02,0,0,5,7582,7582.0,0,0.4166666666666667,4,2,0.3999920001599968,0.0,1516.369672606548,0.0,0.0,0.0,4.0,1.0,0,5,5,0,0,0,0
460272,1,2,1,2,74802.0,False,17006.0,1,0,19,38143,38143.0,0,0.7916666666666666,5,7,0.36841911358361273,0.0,2007.5157499171057,0.0,0.0,0.0,5.0,14.0,0,19,19,0,0,0,0
740763,0,2,1,2,46580.0,False,17085.41,1,0,17,21420,21420.0,472,1.4166666666666667,5,7,0.41176228375127205,0.02203548075613688,1259.9925882788925,0.0,7.0,3.0,2.0,5.0,10,7,-3,0,0,0,0
894448,1,2,1,2,69772.0,False,17103.79,2,0,26,31492,31492.0,1384,2.1666666666666665,5,10,0.3846139053311333,0.04394766910978131,1211.2261106688052,0.0,9.0,4.0,7.0,6.0,13,13,0,0,0,0,0
881749,0,2,1,2,95671.0,False,17109.39,5,0,28,41269,41269.0,1612,2.3333333333333335,5,9,0.3214274234734876,0.03906079614465872,1473.8875932585954,1.0,2.0,10.0,10.0,6.0,12,16,4,0,0,0,0
199478,1,2,1,2,83832.0,False,17114.33,5,0,16,20879,20879.0,1429,1.3333333333333333,6,5,0.31249804688720695,0.06844197486257975,1304.9293441915988,0.0,2.0,6.0,0.0,8.0,8,8,0,0,0,0,0
350979,0,2,0,2,48258.0,False,17223.07,4,0,21,27717,27717.0,0,1.75,3,10,0.476188208627578,0.0,1319.850857853058,1.0,7.0,7.0,4.0,3.0,14,7,-7,0,0,0,0
572663,1,1,0,2,73510.0,True,17253.73,5,0,16,29525,29525.0,415,1.3333333333333333,6,6,0.37499765626464837,0.014055884795746367,1845.3009668689572,0.0,4.0,6.0,3.0,3.0,10,6,-4,0,0,0,0
212350,0,1,1,2,73510.0,True,17254.04,5,0,19,21686,21686.0,0,1.5833333333333333,6,6,0.3157878116430966,0.0,1141.3624138820321,0.0,0.0,13.0,5.0,1.0,13,6,-7,0,0,0,0
352501,1,2,1,2,80381.0,False,17367.27,3,0,25,32631,32631.0,582,2.0833333333333335,5,9,0.35999856000575997,0.017835800257927123,1305.2347790608837,1.0,9.0,7.0,3.0,6.0,16,9,-7,0,0,0,0
328623,0,2,2,2,62214.0,False,17367.53,0,0,34,52184,52184.0,0,1.4166666666666667,7,12,0.3529401384113576,0.0,1534.8190152381903,0.0,7.0,7.0,17.0,3.0,14,20,6,0,0,0,0
634900,1,2,2,2,62214.0,False,17367.53,3,0,25,36145,36145.0,515,2.0833333333333335,5,8,0.31999872000512,0.014248167065297643,1445.7942168231327,0.0,11.0,5.0,8.0,1.0,16,9,-7,0,0,0,0
824712,1,2,1,2,62475.0,False,17429.88,1,0,26,35535,35535.0,0,2.1666666666666665,6,7,0.2692297337317933,0.0,1366.7255125941824,0.0,7.0,0.0,10.0,9.0,7,19,12,0,0,0,0
115705,1,2,1,2,71498.0,False,17435.68,4,0,23,38734,38734.0,983,1.9166666666666667,5,10,0.43478071834470283,0.025378220619150564,1684.079634436372,1.0,6.0,12.0,4.0,1.0,18,5,-13,0,0,0,0
135421,0,2,1,2,91156.0,False,17441.64,0,0,22,30544,30544.0,476,0.9166666666666666,3,11,0.4999977272830578,0.015584075381141711,1388.3573256485197,0.0,5.0,4.0,6.0,7.0,9,13,4,0,0,0,0
396471,1,2,1,2,64913.0,False,17476.64,4,0,22,28519,28519.0,492,1.8333333333333333,5,7,0.31818037190740045,0.017251656729718234,1296.3122894895932,0.0,3.0,9.0,7.0,3.0,12,10,-2,0,0,0,0
491310,1,2,2,2,89248.0,False,17484.53,0,0,12,20009,20009.0,0,1.0,4,4,0.3333305555787035,0.0,1667.4027716435696,0.0,0.0,0.0,3.0,9.0,0,12,12,0,0,0,0
505798,0,2,2,2,89248.0,False,17484.53,3,0,15,26119,26119.0,0,1.25,4,7,0.4666635555762962,0.0,1741.2550582996114,0.0,6.0,4.0,2.0,3.0,10,5,-5,0,0,0,0
252271,0,1,2,2,73510.0,True,17497.52,1,0,23,32099,32099.0,0,1.9166666666666667,6,8,0.3478245746757623,0.0,1395.6026278146617,0.0,3.0,7.0,6.0,7.0,10,13,3,0,0,0,0
428765,0,1,2,2,73510.0,True,17497.52,0,0,2,3284,3284.0,620,0.16666666666666666,1,2,0.9999500024998749,0.18879414772246808,1641.9179041047946,0.0,0.0,0.0,0.0,2.0,0,2,2,0,0,0,0
824163,0,1,2,2,73510.0,True,17530.04,3,0,19,26054,26054.0,0,1.5833333333333333,5,6,0.3157878116430966,0.0,1371.2559407582066,0.0,5.0,3.0,6.0,5.0,8,11,3,0,0,0,0
757834,1,2,1,2,62247.0,False,17569.16,2,0,20,21151,21151.0,396,1.6666666666666667,4,6,0.29999850000749995,0.018722518941314742,1057.5447122764385,3.0,4.0,11.0,5.0,0.0,15,5,-10,0,0,0,0
244398,0,1,2,2,73510.0,True,17602.51,1,0,18,24860,24860.0,1370,1.5,4,7,0.3888867284070644,0.05510860798427752,1381.1034383142317,0.0,1.0,1.0,5.0,11.0,2,16,14,0,0,0,0
868154,1,1,0,2,73510.0,True,17622.13,5,0,20,31149,31149.0,0,1.6666666666666667,4,7,0.34999825000874996,0.0,1557.442212788936,0.0,4.0,7.0,1.0,8.0,11,9,-2,0,0,0,0
107037,0,2,1,2,62780.0,False,17732.46,0,0,18,20283,20283.0,0,1.5,4,6,0.3333314814917695,0.0,1126.8270731829268,0.0,0.0,3.0,5.0,10.0,3,15,12,0,0,0,0
219160,1,2,1,2,62780.0,False,17732.46,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
448273,1,2,1,2,79725.0,False,17738.2,4,0,15,13506,13506.0,0,1.25,5,5,0.33333111112592584,0.0,900.3939973733509,0.0,2.0,9.0,0.0,4.0,11,4,-7,0,0,0,0
731286,1,2,0,2,94987.0,False,17776.82,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
546177,0,1,1,2,73510.0,True,17817.46,1,0,14,23262,23262.0,481,1.1666666666666667,3,6,0.4285683673688045,0.02067749969616757,1661.5595602888552,3.0,9.0,1.0,4.0,0.0,10,4,-6,0,0,0,0
937911,0,1,1,2,73510.0,True,17840.2,3,0,14,15640,15640.0,0,1.1666666666666667,4,6,0.4285683673688045,0.0,1117.1348776080172,2.0,5.0,2.0,4.0,3.0,7,7,0,0,0,0,0
472692,1,0,0,2,45654.0,False,18061.92,3,0,18,33031,33031.0,1215,1.5,5,8,0.44444197532235935,0.03678362739007712,1835.0453608591063,0.0,4.0,1.0,9.0,4.0,5,13,8,0,0,0,0
566951,1,2,1,2,82081.0,False,18089.8,4,0,16,27443,27443.0,581,1.3333333333333333,3,7,0.43749726564208974,0.021171154679987047,1715.1767801451242,2.0,2.0,8.0,4.0,2.0,10,6,-4,1,0,1,0
716548,1,1,0,2,73510.0,True,18131.19,3,0,19,28511,28511.0,541,1.5833333333333333,5,6,0.3157878116430966,0.018975132338482928,1500.5710496260547,1.0,0.0,7.0,10.0,2.0,7,12,5,0,0,0,0
936273,0,2,1,2,73746.0,False,18196.64,3,0,29,44294,44294.0,525,2.4166666666666665,5,10,0.3448263971503547,0.011852621095740685,1527.3740435377808,0.0,5.0,5.0,12.0,7.0,10,19,9,0,0,0,0
424216,1,1,2,2,73510.0,True,18205.67,1,0,10,16459,16459.0,399,0.8333333333333334,3,5,0.4999950000499995,0.02424205587069654,1645.8835411645885,2.0,2.0,3.0,4.0,1.0,5,5,0,0,0,0,0
962989,1,1,2,2,73510.0,True,18205.67,3,0,14,23649,23649.0,0,1.1666666666666667,3,8,0.5714244898250727,0.0,1689.202219984143,1.0,4.0,2.0,6.0,2.0,6,8,2,1,1,0,0
823998,0,1,0,2,73510.0,True,18269.54,1,0,13,18593,18593.0,849,1.0833333333333333,4,5,0.38461242605826107,0.04566234579862127,1430.2197675402497,0.0,4.0,0.0,4.0,5.0,4,9,5,0,0,0,0
494515,1,2,1,2,84750.0,False,18453.58,0,0,8,14851,14851.0,0,0.6666666666666666,5,2,0.249996875039062,0.0,1856.351795602555,1.0,0.0,0.0,5.0,3.0,0,8,8,0,0,0,0
553879,1,2,1,2,98692.0,False,18504.28,0,0,5,9386,9386.0,0,0.4166666666666667,3,2,0.3999920001599968,0.0,1877.162456750865,0.0,0.0,0.0,0.0,5.0,0,5,5,0,0,0,0
968497,1,2,1,2,55876.0,False,18569.5,0,0,15,21369,21369.0,1330,1.25,4,6,0.399997333351111,0.062239692721981876,1424.5905027299818,0.0,0.0,0.0,8.0,7.0,0,15,15,0,0,0,0
793384,0,4,1,2,100190.0,False,18591.55,2,0,26,32977,32977.0,352,2.1666666666666665,6,8,0.3076911242649067,0.01067410616285864,1268.3412756104785,0.0,5.0,4.0,10.0,7.0,9,17,8,0,0,0,0
430197,0,1,0,2,73510.0,True,18634.73,4,0,19,29558,29558.0,0,1.5833333333333333,6,7,0.36841911358361273,0.0,1555.676022757775,0.0,4.0,2.0,6.0,7.0,6,13,7,0,0,0,0
447387,0,1,1,2,73510.0,True,18677.85,0,0,29,41463,41463.0,982,2.4166666666666665,6,9,0.31034375743531917,0.02368376619230696,1429.7536905045156,0.0,2.0,6.0,12.0,9.0,8,21,13,0,0,0,0
772362,0,1,0,2,73510.0,True,18690.34,0,0,2,2144,2144.0,0,0.16666666666666666,2,1,0.49997500124993743,0.0,1071.946402679866,1.0,0.0,0.0,0.0,2.0,0,2,2,0,0,0,0
447675,1,2,1,2,79418.0,False,18704.85,5,0,27,35112,35112.0,1132,2.25,6,7,0.25925829904333686,0.0322396900426074,1300.4396280013777,0.0,3.0,6.0,10.0,8.0,9,18,9,0,0,0,0
675956,1,1,0,2,73510.0,True,18853.74,1,0,25,37852,37852.0,647,2.0833333333333335,6,8,0.31999872000512,0.017092888045300413,1514.0739437042253,0.0,8.0,2.0,11.0,4.0,10,15,5,0,0,0,0
396920,1,1,0,2,73510.0,True,18892.2,1,0,18,31534,31534.0,1692,1.5,5,7,0.3888867284070644,0.053656370731095415,1751.8791562269098,1.0,3.0,4.0,8.0,3.0,7,11,4,0,0,0,0
319947,0,2,1,2,47940.0,False,18939.51,3,0,19,27161,27161.0,1013,1.5833333333333333,4,7,0.36841911358361273,0.03729612298039055,1429.518792006358,3.0,4.0,6.0,9.0,0.0,10,9,-1,0,0,0,0
276037,1,2,1,2,74971.0,False,18943.27,3,0,34,54826,54826.0,0,2.8333333333333335,6,10,0.2941167820094647,0.0,1612.5246690450908,0.0,8.0,12.0,8.0,6.0,20,14,-6,0,0,0,0
758840,1,2,1,2,74971.0,False,18943.27,5,0,13,21687,21687.0,1293,1.0833333333333333,4,4,0.3076899408466089,0.05962097081375491,1668.2179367851018,3.0,6.0,3.0,4.0,0.0,9,4,-5,0,0,0,0
166846,0,1,1,2,73510.0,True,18948.35,1,0,30,54301,54301.0,1034,2.5,5,9,0.29999900000333335,0.01904200655781292,1810.0272999090002,3.0,8.0,9.0,13.0,0.0,17,13,-4,0,0,0,0
314372,0,2,1,2,80201.0,False,18975.46,4,0,19,29169,29169.0,547,1.5833333333333333,5,6,0.3157878116430966,0.018752785427156277,1535.2024463029143,4.0,5.0,5.0,9.0,0.0,10,9,-1,0,0,0,0
727573,0,1,0,2,73510.0,True,19045.5,2,0,15,16207,16207.0,0,1.25,4,6,0.399997333351111,0.0,1080.459463603576,3.0,7.0,2.0,6.0,0.0,9,6,-3,0,0,0,0
153395,1,2,2,2,63192.0,False,19079.1,4,0,27,31314,31314.0,457,2.25,6,10,0.3703689986333384,0.014594111213533528,1159.773482320436,0.0,8.0,5.0,10.0,4.0,13,14,1,0,0,0,0
522677,1,2,2,2,55890.0,False,19088.34,5,0,18,24121,24121.0,0,1.5,4,6,0.3333314814917695,0.0,1340.0481108438287,1.0,0.0,7.0,6.0,5.0,7,11,4,0,0,0,0
184678,0,2,2,2,48521.0,False,19160.99,1,0,19,29714,29714.0,0,1.5833333333333333,4,7,0.36841911358361273,0.0,1563.8865058604954,0.0,3.0,9.0,4.0,3.0,12,7,-5,1,1,1,0
449555,1,2,2,2,48521.0,False,19160.99,1,0,12,16785,16785.0,0,1.0,4,5,0.4166631944733794,0.0,1398.7383438471347,1.0,4.0,2.0,3.0,3.0,6,6,0,0,0,0,0
528226,0,2,2,2,48521.0,False,19160.99,3,0,23,30697,30697.0,322,1.9166666666666667,6,8,0.3478245746757623,0.010489624359091688,1334.6463711027343,1.0,3.0,12.0,6.0,2.0,15,8,-7,0,0,0,0
644265,0,2,2,2,48521.0,False,19160.99,2,0,21,20869,20869.0,1155,1.75,4,9,0.4285693877648202,0.05534524866862212,993.7571725848925,0.0,4.0,2.0,7.0,8.0,6,15,9,0,0,0,0
953614,0,2,2,2,48521.0,False,19160.99,5,0,12,17804,17804.0,0,1.0,3,5,0.4166631944733794,0.0,1483.6543028808094,1.0,6.0,2.0,2.0,2.0,8,4,-4,0,0,0,0
390880,0,2,1,2,86077.0,False,19174.63,2,0,16,24039,24039.0,0,1.3333333333333333,3,7,0.43749726564208974,0.0,1502.4281098243137,0.0,2.0,2.0,4.0,8.0,4,12,8,0,0,0,0
676877,0,2,1,2,86077.0,False,19174.63,1,0,21,31021,31021.0,355,1.75,4,7,0.3333317460393046,0.011443860573663452,1477.1834419836096,1.0,3.0,7.0,8.0,3.0,10,11,1,0,0,0,0
282678,1,2,0,2,57974.0,False,19237.77,3,0,25,46867,46867.0,706,2.0833333333333335,5,11,0.43999824000703996,0.015063904207515088,1874.6725013099947,0.0,7.0,6.0,7.0,5.0,13,12,-1,0,0,0,0
815850,1,2,0,2,57974.0,False,19237.77,1,0,16,20495,20495.0,866,1.3333333333333333,4,5,0.31249804688720695,0.04225420813733004,1280.9294941906612,3.0,0.0,10.0,6.0,0.0,10,6,-4,0,0,0,0
828182,1,2,1,2,61100.0,False,19253.03,2,0,34,59360,59360.0,676,2.8333333333333335,5,9,0.2647051038085182,0.011388140142540196,1745.8772180081821,0.0,4.0,13.0,7.0,10.0,17,17,0,0,0,0,0
687262,1,1,0,2,73510.0,True,19278.82,5,0,16,19486,19486.0,402,1.3333333333333333,4,8,0.49999687501953116,0.02063019593230937,1217.867388328823,0.0,6.0,2.0,6.0,2.0,8,8,0,0,0,0,0
472373,1,1,2,2,73510.0,True,19323.24,1,0,16,27434,27434.0,0,1.3333333333333333,5,6,0.37499765626464837,0.0,1714.614283660727,0.0,0.0,3.0,9.0,4.0,3,13,10,0,0,0,0
131253,1,2,0,2,73796.0,False,19327.87,4,0,22,34057,34057.0,432,1.8333333333333333,5,8,0.36363471075131476,0.012684616928429936,1548.0384180071908,1.0,6.0,8.0,6.0,2.0,14,8,-6,1,0,1,0
376484,1,2,1,2,48579.0,False,19338.53,3,0,8,12193,12193.0,0,0.6666666666666666,4,3,0.37499531255859303,0.0,1524.1059486756417,1.0,0.0,4.0,0.0,4.0,4,4,0,0,0,0,0
684305,1,1,1,2,73510.0,True,19357.37,4,0,13,12664,12664.0,1171,1.0833333333333333,3,6,0.4615349112699133,0.09246683439302879,974.1463527203637,3.0,8.0,3.0,2.0,0.0,11,2,-9,0,0,0,0
278164,0,2,0,2,60216.0,False,19435.63,4,0,24,26671,26671.0,489,2.0,5,8,0.33333194445023145,0.018334520571652652,1111.2870363040154,1.0,7.0,2.0,9.0,6.0,9,15,6,0,0,0,0
652431,1,1,0,2,73510.0,True,19504.47,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
277375,0,0,1,2,73956.0,False,19582.47,3,0,20,36673,36673.0,1411,1.6666666666666667,6,6,0.29999850000749995,0.038475172365295525,1833.640831795841,0.0,2.0,9.0,1.0,8.0,11,9,-2,0,0,0,0
678925,1,1,0,2,73510.0,True,19606.36,2,0,9,7240,7240.0,0,0.75,5,4,0.4444395062277086,0.0,804.4355062721526,2.0,2.0,5.0,1.0,1.0,7,2,-5,0,0,0,0
703507,1,2,1,2,69609.0,False,19685.41,4,0,24,38623,38623.0,1466,2.0,5,8,0.33333194445023145,0.03795665785165146,1609.2849613126612,0.0,6.0,5.0,9.0,4.0,11,13,2,0,0,0,0
400802,0,2,2,2,83641.0,False,19776.57,3,0,17,20897,20897.0,697,1.4166666666666667,5,6,0.35293910035823317,0.03335406980258377,1229.2280633643331,0.0,4.0,0.0,8.0,5.0,4,13,9,0,0,0,0
640831,1,2,2,2,83641.0,False,19776.57,3,0,18,29662,29662.0,991,1.5,5,7,0.3888867284070644,0.033409749735655886,1647.8797340014778,0.0,2.0,7.0,2.0,7.0,9,9,0,0,0,0,0
670002,1,1,1,2,73510.0,True,19837.31,5,0,18,24625,24625.0,0,1.5,5,7,0.3888867284070644,0.0,1368.0479552891372,0.0,3.0,3.0,8.0,4.0,6,12,6,0,0,0,0
550434,0,2,1,2,78559.0,False,19884.92,1,0,15,24816,24816.0,0,1.25,4,6,0.399997333351111,0.0,1654.3889707401952,1.0,2.0,1.0,5.0,7.0,3,12,9,0,0,0,0
492505,1,2,2,2,69483.0,False,19927.64,4,0,18,30945,30945.0,1151,1.5,6,5,0.2777762345764746,0.03719502330846656,1719.1571157938013,3.0,3.0,6.0,9.0,0.0,9,9,0,0,0,0,0
548037,1,2,1,2,56714.0,False,20003.14,5,0,19,38351,38351.0,337,1.5833333333333333,4,8,0.4210504155241288,0.008787254546720413,2018.463060720733,3.0,5.0,7.0,7.0,0.0,12,7,-5,0,0,0,0
569940,1,2,1,2,80129.0,False,20018.2,2,0,23,32487,32487.0,0,1.9166666666666667,5,7,0.304346502841292,0.0,1412.4721196864361,0.0,5.0,5.0,8.0,5.0,10,13,3,0,0,0,0
987530,0,2,0,2,94226.0,False,20067.4,2,0,12,15001,15001.0,0,1.0,3,5,0.4166631944733794,0.0,1250.0729160590329,2.0,3.0,8.0,0.0,1.0,11,1,-10,0,0,0,0
396155,0,1,0,2,73510.0,True,20090.44,4,0,21,34516,34516.0,0,1.75,4,8,0.38095056690206236,0.0,1643.6112208989482,1.0,5.0,5.0,4.0,7.0,10,11,1,0,0,0,0
605134,1,1,0,2,73510.0,True,20090.44,3,0,16,25164,25164.0,1176,1.3333333333333333,4,6,0.37499765626464837,0.04673342852196221,1572.7401703739351,0.0,2.0,10.0,3.0,1.0,12,4,-8,0,0,0,0
137850,1,2,1,2,99788.0,False,20096.89,4,0,18,26835,26835.0,497,1.5,5,6,0.3333314814917695,0.018520588714288844,1490.8250509719392,0.0,3.0,5.0,3.0,7.0,8,10,2,0,0,0,0
661411,1,2,1,2,99788.0,False,20096.89,5,0,17,18971,18971.0,0,1.4166666666666667,5,6,0.35293910035823317,0.0,1115.9346121493404,4.0,6.0,4.0,7.0,0.0,10,7,-3,0,0,0,0
711565,1,2,1,2,99788.0,False,20096.89,0,0,13,21566,21566.0,0,1.0833333333333333,5,5,0.38461242605826107,0.0,1658.9103160744917,1.0,0.0,2.0,8.0,3.0,2,11,9,0,0,0,0
241677,0,2,1,2,50057.0,False,20171.96,5,0,18,27528,27528.0,0,1.5,6,7,0.3888867284070644,0.0,1529.3248370842384,0.0,1.0,1.0,13.0,3.0,2,16,14,0,0,0,0
825484,1,2,2,2,88294.0,False,20215.39,1,0,24,46348,46348.0,0,2.0,7,7,0.2916654513939525,0.0,1931.158620172416,0.0,1.0,3.0,13.0,7.0,4,20,16,0,0,0,0
721494,0,2,0,2,99850.0,False,20395.97,0,0,3,4473,4473.0,486,0.25,3,1,0.3333222225925802,0.10865190903975164,1490.9503016566114,1.0,0.0,0.0,0.0,3.0,0,3,3,0,0,0,0
118376,0,1,1,2,73510.0,True,20455.25,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0
905806,1,1,1,2,73510.0,True,20455.25,4,0,18,27139,27139.0,0,1.5,6,6,0.3333314814917695,0.0,1507.7138460341887,1.0,4.0,4.0,7.0,3.0,8,10,2,0,0,0,0
197086,0,2,1,2,97051.0,False,20467.72,1,0,12,18673,18673.0,0,1.0,4,5,0.4166631944733794,0.0,1556.0703660802826,0.0,3.0,4.0,1.0,4.0,7,5,-2,0,0,0,0
409051,1,1,0,2,73510.0,True,20534.39,3,0,17,29827,29827.0,886,1.4166666666666667,4,6,0.35293910035823317,0.029704629933601668,1754.5190910641702,2.0,7.0,1.0,6.0,3.0,8,9,1,0,0,0,0
