Loyalty Number,CLV,Churn_Probability,Risk_Tier,Churn_x,Segment_ID,Segment_Name
705633,8714.92,0.00068355486,Low,0,0,Emerging Loyalists
203033,8717.05,0.06653043,Low,0,3,VIP Champions
427036,8717.05,0.0020476475,Low,0,3,VIP Champions
549982,8717.05,0.033918943,Low,0,3,VIP Champions
184735,8717.78,0.0014540137,Low,0,3,VIP Champions
298712,8717.78,0.106386736,Low,0,0,Emerging Loyalists
453448,8722.9,0.0013955222,Low,0,0,Emerging Loyalists
608159,8723.67,0.00080328254,Low,0,3,VIP Champions
416940,8733.53,0.999806,High,1,2,At-Risk Inactives
455068,8737.84,0.0010146473,Low,0,3,VIP Champions
139974,8738.4,0.0007030355,Low,0,0,Emerging Loyalists
942703,8742.47,0.009417593,Low,0,3,VIP Champions
655016,8743.85,0.999821,High,1,2,At-Risk Inactives
688168,8754.16,0.008498521,Low,0,3,VIP Champions
530051,8767.63,0.00088053243,Low,0,3,VIP Champions
917998,8773.51,0.0012924339,Low,0,3,VIP Champions
288735,8776.36,0.00023747083,Low,0,3,VIP Champions
529579,8776.36,0.00093734404,Low,0,0,Emerging Loyalists
891179,8779.09,0.007830483,Low,0,3,VIP Champions
882353,8783.17,0.0034040227,Low,0,3,VIP Champions
899883,8788.53,0.98887455,High,1,0,Emerging Loyalists
597981,8789.88,0.00087970844,Low,0,3,VIP Champions
391927,8791.44,0.010101257,Low,0,3,VIP Champions
454022,8791.44,0.01939195,Low,0,3,VIP Champions
784608,8793.52,0.0020847705,Low,0,3,VIP Champions
357138,8797.83,0.0013674566,Low,0,3,VIP Champions
538770,8797.83,0.0700177,Low,0,3,VIP Champions
670215,8798.31,0.037535917,Low,0,3,VIP Champions
794502,8798.8,0.106830396,Low,0,3,VIP Champions
327098,8804.54,0.9994886,High,1,3,VIP Champions
963757,8819.02,0.1721776,Low,0,3,VIP Champions
640163,8823.85,0.0003733268,Low,0,0,Emerging Loyalists
398819,8826.61,0.00046154603,Low,0,3,VIP Champions
369091,8826.96,0.0037885879,Low,0,3,VIP Champions
716961,8826.96,0.0016267991,Low,0,3,VIP Champions
250586,8827.23,0.017879266,Low,0,3,VIP Champions
769361,8828.38,0.0025040514,Low,0,3,VIP Champions
735666,8835.16,0.0007464887,Low,0,3,VIP Champions
190791,8837.33,0.19336222,Low,0,3,VIP Champions
416575,8838.09,0.0007432551,Low,0,3,VIP Champions
500788,8838.09,8.990111e-05,Low,0,3,VIP Champions
396267,8845.71,0.023435997,Low,0,3,VIP Champions
952222,8845.71,0.0155838365,Low,0,3,VIP Champions
873045,8852.69,0.0008353652,Low,0,3,VIP Champions
990598,8861.15,0.0028919396,Low,0,3,VIP Champions
384750,8870.67,0.0032829253,Low,0,3,VIP Champions
665100,8873.2,0.042325567,Low,0,3,VIP Champions
235454,8873.53,0.9999068,High,1,2,At-Risk Inactives
833998,8875.97,0.0022318722,Low,0,3,VIP Champions
175804,8879.79,0.3166438,Low,0,3,VIP Champions
861879,8879.79,0.99975485,High,1,2,At-Risk Inactives
443985,8888.14,0.0029623583,Low,0,3,VIP Champions
701617,8888.88,0.0006276958,Low,0,3,VIP Champions
394979,8888.89,0.005047957,Low,0,3,VIP Champions
464220,8900.42,0.0023775988,Low,0,3,VIP Champions
245800,8901.68,0.0006587206,Low,0,3,VIP Champions
952959,8902.74,0.0010746614,Low,0,3,VIP Champions
617484,8903.97,0.0023641763,Low,0,3,VIP Champions
430618,8915.17,0.001664734,Low,0,3,VIP Champions
417825,8932.32,0.023390368,Low,0,3,VIP Champions
622302,8935.03,0.002948371,Low,0,0,Emerging Loyalists
397947,8935.27,0.0021870015,Low,0,3,VIP Champions
139518,8954.43,0.08173663,Low,0,3,VIP Champions
592966,8966.31,0.008928305,Low,0,3,VIP Champions
321734,8973.11,0.0034673114,Low,0,0,Emerging Loyalists
912128,8982.85,0.03274817,Low,0,3,VIP Champions
135578,8986.61,0.00037692164,Low,0,3,VIP Champions
933807,8986.61,0.029682767,Low,0,0,Emerging Loyalists
142190,8996.77,0.0007958562,Low,0,3,VIP Champions
574506,9000.44,0.0020865023,Low,0,0,Emerging Loyalists
408886,9002.12,0.0010058187,Low,0,3,VIP Champions
101664,9002.41,0.0005788217,Low,0,3,VIP Champions
307049,9007.43,0.0014844701,Low,0,3,VIP Champions
726544,9009.22,0.11136243,Low,0,0,Emerging Loyalists
337453,9011.13,0.20319189,Low,0,3,VIP Champions
166239,9011.76,0.00259,Low,0,3,VIP Champions
711625,9012.92,0.00071629795,Low,0,3,VIP Champions
223313,9015.92,0.0013752969,Low,0,0,Emerging Loyalists
988392,9022.08,0.00047996631,Low,0,3,VIP Champions
833052,9024.2,0.0019265283,Low,0,3,VIP Champions
194009,9027.87,0.13586535,Low,0,3,VIP Champions
288636,9029.71,0.008630785,Low,0,0,Emerging Loyalists
391900,9031.21,0.0011886734,Low,0,0,Emerging Loyalists
499128,9031.21,0.0014925139,Low,0,3,VIP Champions
743798,9031.21,0.005043181,Low,0,3,VIP Champions
779159,9031.21,0.00071026,Low,0,3,VIP Champions
899825,9031.21,0.00023857855,Low,0,3,VIP Champions
756355,9032.37,0.00052297424,Low,0,3,VIP Champions
175584,9035.67,0.0006372781,Low,0,3,VIP Champions
435097,9035.67,0.0059200334,Low,0,3,VIP Champions
612162,9035.67,0.03692542,Low,0,3,VIP Champions
797991,9035.67,0.0024936788,Low,0,3,VIP Champions
996086,9047.12,0.024348035,Low,0,3,VIP Champions
499945,9048.98,0.0013727804,Low,0,3,VIP Champions
878929,9048.98,0.020022856,Low,0,3,VIP Champions
362841,9050.76,0.0156896,Low,0,3,VIP Champions
921489,9051.91,0.0005847625,Low,0,3,VIP Champions
166705,9057.94,0.07569549,Low,0,3,VIP Champions
927676,9060.2,0.046333726,Low,0,3,VIP Champions
439068,9061.95,0.0023432549,Low,0,0,Emerging Loyalists
926058,9067.66,0.00021823414,Low,0,0,Emerging Loyalists
880580,9075.77,0.017232923,Low,0,0,Emerging Loyalists
970637,9075.77,0.0025278102,Low,0,3,VIP Champions
979703,9075.77,0.00061574584,Low,0,3,VIP Champions
213480,9080.28,0.0017240577,Low,0,0,Emerging Loyalists
921403,9080.6,0.99990094,High,1,2,At-Risk Inactives
216040,9085.2,0.0030979263,Low,0,3,VIP Champions
981536,9087.59,0.0004895182,Low,0,3,VIP Champions
404801,9090.27,0.0048497524,Low,0,0,Emerging Loyalists
400272,9095.05,0.0027238035,Low,0,0,Emerging Loyalists
772081,9095.05,0.0002210894,Low,0,0,Emerging Loyalists
817074,9095.05,0.0006067421,Low,0,0,Emerging Loyalists
756317,9095.74,0.00016869458,Low,0,3,VIP Champions
950593,9095.74,0.0019448366,Low,0,3,VIP Champions
794677,9100.79,0.007691905,Low,0,3,VIP Champions
123344,9102.9,0.00017870973,Low,0,3,VIP Champions
713465,9112.04,0.00020136307,Low,0,3,VIP Champions
716533,9112.04,0.0010175733,Low,0,3,VIP Champions
411583,9112.27,0.02335958,Low,0,3,VIP Champions
572505,9113.69,0.25463519,Low,0,0,Emerging Loyalists
394927,9115.57,0.0007123146,Low,0,0,Emerging Loyalists
523210,9118.15,0.00035019647,Low,0,3,VIP Champions
532592,9118.15,0.0007383607,Low,0,3,VIP Champions
116016,9118.93,0.008196201,Low,0,3,VIP Champions
376072,9122.93,0.065328635,Low,0,3,VIP Champions
494498,9122.93,0.0022400208,Low,0,3,VIP Champions
618409,9123.91,0.027182493,Low,0,3,VIP Champions
201365,9124.6,0.007431752,Low,0,3,VIP Champions
206108,9129.87,0.0016638618,Low,0,3,VIP Champions
997121,9135.29,0.98941785,High,1,0,Emerging Loyalists
379446,9150.14,0.0028393664,Low,0,3,VIP Champions
337980,9155.24,0.002623811,Low,0,3,VIP Champions
876269,9171.0,0.027884366,Low,0,3,VIP Champions
322606,9175.17,0.01553714,Low,0,3,VIP Champions
342583,9175.17,0.016986743,Low,0,3,VIP Champions
770634,9177.95,0.10253548,Low,0,3,VIP Champions
979115,9180.15,0.0003463784,Low,0,0,Emerging Loyalists
191869,9209.41,0.00013597345,Low,0,3,VIP Champions
138565,9212.61,0.0035218734,Low,0,3,VIP Champions
420439,9215.54,0.06747352,Low,0,3,VIP Champions
991638,9217.98,0.8353337,High,1,3,VIP Champions
850828,9223.99,0.0054177656,Low,0,3,VIP Champions
950356,9233.19,0.012414609,Low,0,3,VIP Champions
212848,9234.28,0.011430375,Low,0,0,Emerging Loyalists
208584,9238.31,0.002042935,Low,0,3,VIP Champions
401645,9244.35,0.0015840252,Low,0,3,VIP Champions
135554,9247.55,0.044358082,Low,0,3,VIP Champions
422204,9267.92,0.00051973993,Low,0,3,VIP Champions
663402,9267.92,0.0004436513,Low,0,0,Emerging Loyalists
908120,9269.68,0.04523681,Low,0,3,VIP Champions
327285,9277.23,0.0033208192,Low,0,3,VIP Champions
454073,9277.47,0.0008151901,Low,0,3,VIP Champions
778865,9294.09,0.0011989356,Low,0,3,VIP Champions
593651,9320.28,0.0190258,Low,0,3,VIP Champions
152007,9322.09,0.9999479,High,1,0,Emerging Loyalists
195684,9332.49,0.064414404,Low,0,0,Emerging Loyalists
737477,9337.9,0.00208174,Low,0,3,VIP Champions
975749,9339.34,0.0008171145,Low,0,3,VIP Champions
966512,9344.43,0.0022959984,Low,0,0,Emerging Loyalists
255818,9350.87,0.9999416,High,1,2,At-Risk Inactives
396018,9354.13,0.02639026,Low,0,3,VIP Champions
854835,9366.82,0.9996613,High,1,2,At-Risk Inactives
550575,9369.64,0.0026145156,Low,0,0,Emerging Loyalists
917983,9369.64,0.6882258,Medium,0,3,VIP Champions
555947,9371.77,0.0006829678,Low,0,0,Emerging Loyalists
879177,9371.77,0.014135918,Low,0,3,VIP Champions
936010,9378.9,0.0012826828,Low,0,0,Emerging Loyalists
116332,9386.75,0.00039440845,Low,0,3,VIP Champions
313681,9388.16,0.098292544,Low,0,3,VIP Champions
118514,9393.97,0.0005844655,Low,0,0,Emerging Loyalists
624065,9403.88,0.012460686,Low,0,3,VIP Champions
589765,9406.38,0.018677663,Low,0,3,VIP Champions
812149,9407.45,0.01324102,Low,0,3,VIP Champions
820541,9408.34,0.0058548986,Low,0,3,VIP Champions
509149,9415.53,0.9999206,High,1,2,At-Risk Inactives
496233,9415.9,0.0017413889,Low,0,3,VIP Champions
579438,9416.28,0.0061058006,Low,0,0,Emerging Loyalists
955479,9416.91,0.0013304942,Low,0,3,VIP Champions
159856,9419.88,0.010695645,Low,0,3,VIP Champions
113476,9420.97,0.0014524617,Low,0,3,VIP Champions
707754,9421.1,0.0006492213,Low,0,3,VIP Champions
918042,9426.97,0.001030194,Low,0,3,VIP Champions
972994,9426.97,0.00070931576,Low,0,3,VIP Champions
304764,9429.08,0.9998566,High,1,2,At-Risk Inactives
923680,9429.08,0.0033708964,Low,0,3,VIP Champions
261468,9429.63,0.0010095423,Low,0,3,VIP Champions
240761,9438.92,0.002754845,Low,0,3,VIP Champions
689477,9445.65,0.17814416,Low,0,3,VIP Champions
858013,9460.18,0.00083893974,Low,0,3,VIP Champions
941380,9460.18,0.0016173874,Low,0,3,VIP Champions
773986,9463.11,0.0006887544,Low,0,3,VIP Champions
464114,9468.51,0.00086209335,Low,0,0,Emerging Loyalists
268293,9470.06,0.00082334527,Low,0,3,VIP Champions
929097,9472.97,0.049117938,Low,0,3,VIP Champions
492159,9486.04,0.0053230855,Low,0,3,VIP Champions
565876,9486.6,0.0038042378,Low,0,3,VIP Champions
248885,9490.41,0.00073446264,Low,0,3,VIP Champions
768010,9492.34,0.027664531,Low,0,3,VIP Champions
817573,9498.47,0.0100617595,Low,0,3,VIP Champions
263339,9500.08,0.0029493496,Low,0,3,VIP Champions
848804,9517.08,0.04501081,Low,0,3,VIP Champions
871045,9517.08,0.0032001478,Low,0,3,VIP Champions
123420,9540.92,0.00063611177,Low,0,3,VIP Champions
179042,9546.82,0.0020013952,Low,0,3,VIP Champions
883002,9551.17,0.014934839,Low,0,3,VIP Champions
693852,9559.34,0.00024968587,Low,0,3,VIP Champions
618817,9567.71,0.0020205393,Low,0,3,VIP Champions
446096,9575.76,0.012016864,Low,0,0,Emerging Loyalists
201898,9591.03,0.999925,High,1,2,At-Risk Inactives
243455,9597.47,0.009590823,Low,0,3,VIP Champions
514235,9613.61,8.9932655e-05,Low,0,3,VIP Champions
858453,9618.31,0.010600244,Low,0,3,VIP Champions
972795,9624.52,0.11142387,Low,0,3,VIP Champions
547522,9635.58,0.07925762,Low,0,0,Emerging Loyalists
980494,9638.07,0.024168449,Low,0,0,Emerging Loyalists
699397,9640.53,0.00024120543,Low,0,3,VIP Champions
561053,9654.52,0.0031573693,Low,0,3,VIP Champions
898229,9654.52,0.0014825918,Low,0,3,VIP Champions
173356,9655.44,0.002190189,Low,0,3,VIP Champions
663382,9655.44,0.0036513833,Low,0,3,VIP Champions
462247,9657.58,0.0039477255,Low,0,0,Emerging Loyalists
533365,9657.58,0.0009597771,Low,0,3,VIP Champions
619404,9657.58,0.14868392,Low,0,3,VIP Champions
370014,9661.1,0.08815368,Low,0,3,VIP Champions
672308,9661.1,0.0040187147,Low,0,3,VIP Champions
647726,9667.13,0.0057581933,Low,0,3,VIP Champions
112026,9670.18,0.0012465304,Low,0,3,VIP Champions
853540,9688.13,0.0013263463,Low,0,0,Emerging Loyalists
755014,9688.33,0.00066626247,Low,0,3,VIP Champions
212707,9696.55,0.0009993879,Low,0,3,VIP Champions
120192,9701.03,0.005223472,Low,0,3,VIP Champions
374941,9713.16,0.0009926561,Low,0,3,VIP Champions
502141,9713.16,0.0009493243,Low,0,0,Emerging Loyalists
332430,9747.99,0.0008391468,Low,0,3,VIP Champions
941882,9753.31,0.0009368204,Low,0,3,VIP Champions
872814,9756.04,0.0059186304,Low,0,3,VIP Champions
969378,9756.04,0.33359778,Low,0,3,VIP Champions
902562,9766.22,0.008713209,Low,0,3,VIP Champions
998580,9767.94,0.0026789668,Low,0,3,VIP Champions
606600,9774.61,0.90003306,High,1,3,VIP Champions
329826,9778.73,0.03369392,Low,0,3,VIP Champions
491513,9783.63,0.08167713,Low,0,3,VIP Champions
192355,9800.34,0.0067335432,Low,0,3,VIP Champions
147602,9817.03,0.00072305923,Low,0,3,VIP Champions
514042,9837.51,0.0001864987,Low,0,3,VIP Champions
828852,9868.6,0.0017631607,Low,0,3,VIP Champions
381748,9880.1,0.0019760488,Low,0,3,VIP Champions
533950,9880.39,0.00035881784,Low,0,3,VIP Champions
131721,9886.66,0.0024943952,Low,0,3,VIP Champions
314842,9886.66,0.0014690302,Low,0,3,VIP Champions
138873,9890.21,0.9998903,High,1,2,At-Risk Inactives
135872,9927.05,0.9998535,High,1,2,At-Risk Inactives
863093,9927.05,0.1590431,Low,0,0,Emerging Loyalists
812373,9928.87,0.0010794321,Low,0,3,VIP Champions
618523,9939.26,0.8054246,High,1,3,VIP Champions
705113,9939.26,0.005911517,Low,0,3,VIP Champions
659112,9942.3,0.012837768,Low,0,3,VIP Champions
765955,9942.3,0.00036347727,Low,0,3,VIP Champions
375814,9955.49,0.00030706052,Low,0,3,VIP Champions
969687,9983.13,0.000891921,Low,0,3,VIP Champions
289732,10003.25,0.00095506833,Low,0,3,VIP Champions
585275,10004.03,0.0012548568,Low,0,3,VIP Champions
710364,10004.03,0.004345154,Low,0,3,VIP Champions
419275,10016.29,0.000698688,Low,0,3,VIP Champions
264145,10025.92,0.12466165,Low,0,3,VIP Champions
658726,10033.28,0.99991596,High,1,2,At-Risk Inactives
256920,10036.54,0.0021228187,Low,0,0,Emerging Loyalists
314898,10036.54,0.0005711461,Low,0,3,VIP Champions
284362,10056.51,0.0003214856,Low,0,3,VIP Champions
792932,10058.74,0.9997671,High,1,2,At-Risk Inactives
198713,10064.61,0.0009900192,Low,0,3,VIP Champions
713853,10080.37,0.00084581424,Low,0,3,VIP Champions
349490,10083.49,0.0012843962,Low,0,3,VIP Champions
369242,10083.49,0.00376413,Low,0,3,VIP Champions
985320,10083.49,0.9998116,High,1,2,At-Risk Inactives
921886,10089.79,0.027953686,Low,0,3,VIP Champions
189836,10097.2,0.0005863349,Low,0,3,VIP Champions
788870,10097.2,0.0005549552,Low,0,3,VIP Champions
753456,10103.65,0.007458793,Low,0,3,VIP Champions
759847,10103.66,0.0015248096,Low,0,3,VIP Champions
605790,10110.78,0.0014804277,Low,0,3,VIP Champions
984086,10110.96,0.0045047966,Low,0,3,VIP Champions
442249,10115.45,0.0004197095,Low,0,0,Emerging Loyalists
858222,10127.77,0.00045041667,Low,0,0,Emerging Loyalists
866295,10155.3,0.9998387,High,1,2,At-Risk Inactives
546827,10169.37,0.0022377453,Low,0,3,VIP Champions
938822,10171.34,0.09992145,Low,0,3,VIP Champions
300606,10171.48,0.02924034,Low,0,3,VIP Champions
392335,10171.48,0.0014790678,Low,0,3,VIP Champions
189822,10179.72,0.00019012921,Low,0,3,VIP Champions
678243,10179.72,0.7058647,High,0,3,VIP Champions
138025,10208.93,0.9999175,High,1,2,At-Risk Inactives
290554,10208.93,0.014516583,Low,0,3,VIP Champions
653081,10208.93,0.00010034177,Low,0,3,VIP Champions
681593,10208.93,0.051861256,Low,0,0,Emerging Loyalists
705006,10208.93,0.022795035,Low,0,3,VIP Champions
907077,10208.93,0.9998852,High,1,3,VIP Champions
842793,10209.02,0.001367893,Low,0,3,VIP Champions
273144,10212.02,0.2935966,Low,0,3,VIP Champions
895346,10221.81,0.019428799,Low,0,3,VIP Champions
826149,10242.41,0.006619674,Low,0,3,VIP Champions
459128,10248.9,0.0014368676,Low,0,3,VIP Champions
649994,10295.47,0.00037305482,Low,0,3,VIP Champions
413101,10298.39,0.00062260334,Low,0,3,VIP Champions
165893,10302.9,0.00060372666,Low,0,3,VIP Champions
206207,10307.65,0.0031774624,Low,0,3,VIP Champions
584833,10307.65,0.010940015,Low,0,0,Emerging Loyalists
222102,10330.44,0.00061923376,Low,0,3,VIP Champions
752259,10330.44,0.0055726618,Low,0,3,VIP Champions
577278,10340.46,0.00060548796,Low,0,3,VIP Champions
685546,10346.32,0.0005736325,Low,0,3,VIP Champions
455758,10357.51,0.99992096,High,1,0,Emerging Loyalists
931657,10357.63,0.002685831,Low,0,3,VIP Champions
486143,10369.39,0.023789195,Low,0,3,VIP Champions
148767,10373.89,0.00032148007,Low,0,3,VIP Champions
696864,10373.89,0.001176534,Low,0,3,VIP Champions
437403,10388.99,0.99991596,High,1,2,At-Risk Inactives
767648,10396.53,0.18059205,Low,0,3,VIP Champions
521225,10408.97,0.12320499,Low,0,3,VIP Champions
521486,10408.97,0.00096404506,Low,0,3,VIP Champions
956477,10419.17,0.004845964,Low,0,3,VIP Champions
225920,10425.99,0.0008218587,Low,0,3,VIP Champions
251874,10442.65,0.009521591,Low,0,3,VIP Champions
660684,10442.65,0.07474913,Low,0,3,VIP Champions
432200,10477.78,0.004010916,Low,0,3,VIP Champions
467631,10479.9,0.002946572,Low,0,3,VIP Champions
540109,10479.9,0.0006658559,Low,0,3,VIP Champions
893294,10484.92,0.0010985584,Low,0,3,VIP Champions
919285,10484.92,0.0007196389,Low,0,3,VIP Champions
684491,10487.74,0.22622935,Low,0,3,VIP Champions
405318,10506.88,0.0040937094,Low,0,3,VIP Champions
266757,10506.94,0.040146198,Low,0,3,VIP Champions
643912,10506.94,0.012207356,Low,0,3,VIP Champions
654122,10507.5,0.014338951,Low,0,3,VIP Champions
668843,10507.69,0.003670074,Low,0,0,Emerging Loyalists
707424,10515.97,0.0006702786,Low,0,3,VIP Champions
725962,10515.97,0.030411243,Low,0,0,Emerging Loyalists
411686,10517.16,0.0003947421,Low,0,3,VIP Champions
481860,10524.71,0.25760406,Low,0,0,Emerging Loyalists
164017,10529.01,0.15015428,Low,0,3,VIP Champions
812417,10529.01,0.0006932958,Low,0,3,VIP Champions
473786,10536.08,0.8865451,High,1,3,VIP Champions
732368,10541.11,0.0012065185,Low,0,3,VIP Champions
124761,10546.66,0.07157546,Low,0,3,VIP Champions
126581,10546.66,0.0003012223,Low,0,3,VIP Champions
502390,10548.54,0.019261546,Low,0,3,VIP Champions
940760,10548.54,0.07517873,Low,0,3,VIP Champions
914609,10551.15,0.016888529,Low,0,3,VIP Champions
717250,10552.17,0.00031553555,Low,0,3,VIP Champions
768996,10552.88,0.0012072375,Low,0,3,VIP Champions
932526,10570.79,0.0044540195,Low,0,0,Emerging Loyalists
323542,10571.54,0.0006973041,Low,0,3,VIP Champions
637580,10571.54,0.020635,Low,0,3,VIP Champions
183208,10575.95,0.0002981153,Low,0,3,VIP Champions
131342,10581.28,0.7481505,High,0,3,VIP Champions
331094,10592.59,0.003405751,Low,0,0,Emerging Loyalists
424126,10593.59,0.09088872,Low,0,3,VIP Champions
869226,10595.81,0.0014262558,Low,0,3,VIP Champions
437357,10611.56,0.060614582,Low,0,3,VIP Champions
485040,10620.49,0.017512897,Low,0,3,VIP Champions
840376,10620.49,0.010413531,Low,0,3,VIP Champions
187887,10633.5,0.0011758937,Low,0,3,VIP Champions
113679,10634.84,0.0021077904,Low,0,3,VIP Champions
188542,10640.94,0.0004442518,Low,0,3,VIP Champions
579990,10640.94,0.0008767483,Low,0,3,VIP Champions
295412,10656.88,0.0005520415,Low,0,3,VIP Champions
523904,10656.88,0.07842652,Low,0,3,VIP Champions
702269,10656.88,0.0010207337,Low,0,0,Emerging Loyalists
561917,10662.63,0.00030535477,Low,0,0,Emerging Loyalists
169665,10676.59,0.00042893033,Low,0,3,VIP Champions
178720,10677.25,0.011734836,Low,0,3,VIP Champions
813725,10677.25,0.008059818,Low,0,3,VIP Champions
819315,10714.21,0.17080443,Low,0,0,Emerging Loyalists
882544,10714.21,0.0006224043,Low,0,3,VIP Champions
853704,10721.61,0.0027636294,Low,0,3,VIP Champions
521252,10722.06,0.014564603,Low,0,3,VIP Champions
538550,10737.68,0.0036984908,Low,0,3,VIP Champions
851931,10747.03,0.002087851,Low,0,3,VIP Champions
704603,10781.61,0.0008325136,Low,0,3,VIP Champions
872079,10787.12,0.0343349,Low,0,0,Emerging Loyalists
622527,10793.76,0.0017276872,Low,0,3,VIP Champions
992488,10808.07,0.010490131,Low,0,3,VIP Champions
616746,10820.0,0.31346753,Low,0,0,Emerging Loyalists
714379,10820.0,0.0004483842,Low,0,0,Emerging Loyalists
242917,10827.87,0.0061941496,Low,0,3,VIP Champions
986055,10828.37,0.011481091,Low,0,3,VIP Champions
601940,10834.87,0.000130267,Low,0,3,VIP Champions
740754,10834.87,0.022615662,Low,0,3,VIP Champions
882466,10876.48,0.014569297,Low,0,3,VIP Champions
216139,10883.79,0.0014706034,Low,0,3,VIP Champions
759899,10896.05,0.0239649,Low,0,3,VIP Champions
122283,10899.3,0.12960277,Low,0,3,VIP Champions
227293,10899.3,0.0011309023,Low,0,3,VIP Champions
669368,10901.23,0.0004989754,Low,0,3,VIP Champions
696199,10914.2,0.024570305,Low,0,3,VIP Champions
904920,10915.36,0.004593591,Low,0,3,VIP Champions
781777,10925.82,0.0028189633,Low,0,3,VIP Champions
344671,10932.21,0.005584761,Low,0,0,Emerging Loyalists
274204,10952.13,0.0021137423,Low,0,3,VIP Champions
312933,10952.13,0.015793748,Low,0,3,VIP Champions
576184,10954.38,0.00342759,Low,0,3,VIP Champions
682356,10963.96,0.0052528754,Low,0,3,VIP Champions
861470,10963.96,0.12676786,Low,0,3,VIP Champions
904736,10963.96,0.14739934,Low,0,3,VIP Champions
213934,10972.07,0.0013193903,Low,0,3,VIP Champions
461199,10972.07,0.00073047134,Low,0,3,VIP Champions
719162,10972.07,0.9998684,High,1,2,At-Risk Inactives
818940,10972.07,0.0024040125,Low,0,3,VIP Champions
563217,10978.78,0.057623412,Low,0,3,VIP Champions
362293,11003.02,0.02611139,Low,0,3,VIP Champions
659205,11005.02,0.0012373598,Low,0,3,VIP Champions
329302,11009.13,0.00038678988,Low,0,3,VIP Champions
280588,11042.29,0.0019595025,Low,0,3,VIP Champions
694512,11064.29,0.00040124496,Low,0,3,VIP Champions
744612,11085.88,0.027403355,Low,0,3,VIP Champions
444154,11124.21,0.0007481082,Low,0,3,VIP Champions
828040,11124.6,0.0023185033,Low,0,0,Emerging Loyalists
127279,11131.57,0.0010727205,Low,0,3,VIP Champions
584564,11131.57,0.0032931843,Low,0,3,VIP Champions
460943,11140.3,0.9998872,High,1,2,At-Risk Inactives
296141,11172.5,0.0016604166,Low,0,0,Emerging Loyalists
314317,11196.02,0.00037530455,Low,0,3,VIP Champions
357567,11196.46,0.99985325,High,1,3,VIP Champions
977274,11211.59,0.029263489,Low,0,3,VIP Champions
202182,11228.29,0.002145935,Low,0,3,VIP Champions
522758,11228.29,0.006056032,Low,0,3,VIP Champions
389488,11236.31,0.0024350423,Low,0,3,VIP Champions
355515,11250.1,0.0006559645,Low,0,3,VIP Champions
979983,11269.23,0.01826324,Low,0,0,Emerging Loyalists
974606,11277.72,0.004095872,Low,0,3,VIP Champions
360730,11280.73,0.0025567596,Low,0,3,VIP Champions
221775,11293.98,0.30791864,Low,0,3,VIP Champions
116045,11308.47,0.0038614187,Low,0,3,VIP Champions
492433,11314.24,0.00039844168,Low,0,3,VIP Champions
516133,11314.24,0.0068089473,Low,0,3,VIP Champions
351897,11315.2,0.00027864,Low,0,3,VIP Champions
399704,11315.2,0.12392126,Low,0,3,VIP Champions
423254,11315.2,0.014585779,Low,0,3,VIP Champions
946645,11318.13,0.9996228,High,1,2,At-Risk Inactives
687463,11323.36,0.0021150229,Low,0,3,VIP Champions
915286,11360.46,0.00076782383,Low,0,3,VIP Champions
696504,11365.27,0.056784347,Low,0,3,VIP Champions
954293,11373.99,0.0017053426,Low,0,0,Emerging Loyalists
605269,11431.73,0.00074184546,Low,0,3,VIP Champions
726688,11435.23,0.00092511694,Low,0,3,VIP Champions
802002,11447.51,0.0013571765,Low,0,3,VIP Champions
883155,11469.63,0.0006694162,Low,0,3,VIP Champions
664493,11513.16,0.0035783723,Low,0,3,VIP Champions
967502,11513.36,0.0003850099,Low,0,0,Emerging Loyalists
560990,11516.41,0.05689971,Low,0,0,Emerging Loyalists
530955,11533.48,0.070132844,Low,0,3,VIP Champions
929302,11533.48,0.00073274213,Low,0,3,VIP Champions
515134,11533.97,0.06330454,Low,0,3,VIP Champions
645244,11546.17,0.005279791,Low,0,3,VIP Champions
959673,11572.1,0.06274723,Low,0,3,VIP Champions
856830,11606.85,0.036923517,Low,0,3,VIP Champions
339573,11628.73,0.0038508212,Low,0,3,VIP Champions
267717,11631.88,0.0004498486,Low,0,0,Emerging Loyalists
676408,11633.58,0.015226012,Low,0,3,VIP Champions
423228,11638.67,0.0022727523,Low,0,3,VIP Champions
307033,11638.9,0.016002763,Low,0,3,VIP Champions
484774,11638.9,0.002122636,Low,0,0,Emerging Loyalists
573458,11638.9,0.016080905,Low,0,3,VIP Champions
372755,11665.1,0.0039120577,Low,0,3,VIP Champions
909260,11692.01,0.0036373707,Low,0,3,VIP Champions
811335,11701.07,0.00015186264,Low,0,3,VIP Champions
460770,11702.35,0.020980738,Low,0,0,Emerging Loyalists
742281,11714.78,0.0004997472,Low,0,3,VIP Champions
238442,11718.42,0.007323756,Low,0,3,VIP Champions
510182,11760.88,0.9997718,High,1,2,At-Risk Inactives
535482,11760.88,0.0005176313,Low,0,3,VIP Champions
131321,11763.15,0.0090526845,Low,0,3,VIP Champions
645114,11763.15,0.0002605556,Low,0,0,Emerging Loyalists
429244,11763.94,0.026377914,Low,0,3,VIP Champions
951719,11772.79,0.02313556,Low,0,3,VIP Champions
336281,11790.5,0.00082203693,Low,0,3,VIP Champions
673424,11790.5,0.00014616136,Low,0,3,VIP Champions
927703,11790.5,0.00039888825,Low,0,3,VIP Champions
636813,11793.13,0.0012643466,Low,0,3,VIP Champions
967490,11814.48,0.00017118802,Low,0,3,VIP Champions
